disease	taxon_rank_level	ncbi_taxon_id	samples	abus_mean	abus_median	abus_sd
D006262	genus	1822002	2	0.003220001	0.003220001	0.003903231
D006262	genus	1843491	2	0.096871615	0.096871615	0.119628667
D006262	genus	1854458	2	0.02158456	0.02158456	0.017515232
D006262	genus	1866885	2	0.37720991	0.37720991	0.313898715
D006262	genus	1884792	2	0.031547513	0.031547513	0.015660563
D006262	genus	1918521	2	0.215213669	0.215213669	0.295255469
D006262	genus	1921568	2	0.101850774	0.101850774	0.12132532
D006262	genus	1921582	2	0.01854601	0.01854601	0.004555908
D006262	genus	1926253	2	0.031148025	0.031148025	0.038705763
D006262	genus	1930856	2	0.05887185	0.05887185	0.044133956
D006262	genus	1940855	2	0.037309442	0.037309442	0.02346756
D006262	genus	2036011	2	0.021818338	0.021818338	0.001131147
D006262	genus	2058169	2	0.047288188	0.047288188	0.051733313
D006262	genus	2058174	2	0.012268114	0.012268114	0.003016246
D006262	genus	2070443	2	0.001610886	0.001610886	0.000211238
D006262	genus	2083192	2	0.013879956	0.013879956	0.000709977
D006262	genus	2152899	2	0.03206373	0.03206373	0.004959053
D006262	genus	2282742	2	0.019650853	0.019650853	0.009741705
D006262	genus	2303321	2	0.003075001	0.003075001	0.003075913
D006262	genus	2563783	2	0.015086643	0.015086643	0.0
D006262	genus	2675232	2	0.04043504	0.04043504	0.056561471
D006262	genus	2675234	2	0.041095023	0.041095023	0.056985725
D006262	genus	2762318	2	0.016826859	0.016826859	0.017242508
D006262	genus	2767358	2	0.004135001	0.004135001	0.000883882
D006262	genus	2815776	2	0.012520693	0.012520693	0.01369057
D006262	genus	2827482	2	0.003365	0.003365	0.001463711
D006262	genus	2837510	2	0.047840005	0.047840005	0.058986854
D006262	genus	2901189	2	0.017812538	0.017812538	0.022729967
D006262	genus	2930384	2	0.006010002	0.006010002	0.008301436
D006262	genus	2974369	2	0.031649278	0.031649278	0.000643474
D006262	genus	2994443	2	0.153150092	0.153150092	0.215257576
D006262	genus	3109381	2	0.03058993	0.03058993	0.004328456
D006262	genus	31	1	0.011810791	0.011810791	
D006262	genus	71	1	0.647400387	0.647400387	
D006262	genus	96	1	0.015810277	0.015810277	
D006262	genus	187	1	0.013484964	0.013484964	
D006262	genus	262	1	0.022129769	0.022129769	
D006262	genus	356	1	0.009418413	0.009418413	
D006262	genus	429	1	0.130472036	0.130472036	
D006262	genus	506	1	0.013662758	0.013662758	
D006262	genus	541	1	0.025420713	0.025420713	
D006262	genus	768	1	0.023917723	0.023917723	
D006262	genus	773	1	0.054164661	0.054164661	
D006262	genus	868	1	0.054762206	0.054762206	
D006262	genus	890	1	0.127855438	0.127855438	
D006262	genus	1023	1	0.005067653	0.005067653	
D006262	genus	1125	1	0.050058401	0.050058401	
D006262	genus	1163	1	0.002800063	0.002800063	
D006262	genus	1754	1	0.015217226	0.015217226	
D006262	genus	2056	1	0.003820065	0.003820065	
D006262	genus	2063	1	0.013084724	0.013084724	
D006262	genus	2192	1	0.014546865	0.014546865	
D006262	genus	2249	1	2.93255132	2.93255132	
D006262	genus	2289	1	0.002726133	0.002726133	
D006262	genus	2368	1	0.025670646	0.025670646	
D006262	genus	2422	1	0.011141441	0.011141441	
D006262	genus	2733	1	0.00704012	0.00704012	
D006262	genus	5498	1	0.121369988	0.121369988	
D006262	genus	5531	1	0.005202462	0.005202462	
D006262	genus	28033	1	0.088066931	0.088066931	
D006262	genus	28250	1	0.015072347	0.015072347	
D006262	genus	28905	1	0.015578751	0.015578751	
D006262	genus	31265	1	0.024101225	0.024101225	
D006262	genus	32014	1	0.024021139	0.024021139	
D006262	genus	32068	1	0.018186778	0.018186778	
D006262	genus	32443	1	0.032359841	0.032359841	
D006262	genus	33001	1	0.027567195	0.027567195	
D006262	genus	33886	1	0.090111352	0.090111352	
D006262	genus	33926	1	0.003735874	0.003735874	
D006262	genus	33973	1	0.032239865	0.032239865	
D006262	genus	34067	1	0.051103843	0.051103843	
D006262	genus	34100	1	0.233892597	0.233892597	
D006262	genus	35800	1	0.003875318	0.003875318	
D006262	genus	40222	1	0.002977298	0.002977298	
D006262	genus	40413	1	0.086824398	0.086824398	
D006262	genus	40635	1	0.011423784	0.011423784	
D006262	genus	40657	1	0.176939735	0.176939735	
D006262	genus	44258	1	0.013832215	0.013832215	
D006262	genus	44261	1	0.071909928	0.071909928	
D006262	genus	44262	1	0.0090009	0.0090009	
D006262	genus	45106	1	0.00756859	0.00756859	
D006262	genus	46352	1	0.021455084	0.021455084	
D006262	genus	46466	1	0.067834935	0.067834935	
D006262	genus	48461	1	0.004863222	0.004863222	
D006262	genus	49184	1	0.064004096	0.064004096	
D006262	genus	50714	1	0.162683874	0.162683874	
D006262	genus	51366	1	0.230388204	0.230388204	
D006262	genus	53318	1	0.002583545	0.002583545	
D006262	genus	53355	1	0.03639251	0.03639251	
D006262	genus	54293	1	1.096892139	1.096892139	
D006262	genus	54298	1	0.010499999	0.010499999	
D006262	genus	56054	1	0.064217827	0.064217827	
D006262	genus	63132	1	0.029240479	0.029240479	
D006262	genus	65047	1	0.00034	0.00034	
D006262	genus	66862	1	0.0062145	0.0062145	
D006262	genus	72274	1	0.020715371	0.020715371	
D006262	genus	73778	1	0.097677447	0.097677447	
D006262	genus	75687	1	0.008386916	0.008386916	
D006262	genus	76632	1	0.023359028	0.023359028	
D006262	genus	76892	1	0.125283846	0.125283846	
D006262	genus	78553	1	0.003495587	0.003495587	
D006262	genus	82800	1	0.049034631	0.049034631	
D006262	genus	82986	1	0.012784454	0.012784454	
D006262	genus	83681	1	0.01552554	0.01552554	
D006262	genus	83766	1	0.163848089	0.163848089	
D006262	genus	83768	1	0.005167091	0.005167091	
D006262	genus	84566	1	0.02340687	0.02340687	
D006262	genus	84642	1	0.024368451	0.024368451	
D006262	genus	85013	1	0.031285848	0.031285848	
D006262	genus	85016	1	0.013723068	0.013723068	
D006262	genus	85023	1	0.01193824	0.01193824	
D006262	genus	85025	1	0.013180093	0.013180093	
D006262	genus	88358	1	3.921568627	3.921568627	
D006262	genus	88875	1	1.605378705	1.605378705	
D006262	genus	89583	1	1.273128501	1.273128501	
D006262	genus	90627	1	0.051710128	0.051710128	
D006262	genus	99906	1	0.002122917	0.002122917	
D006262	genus	104264	1	0.00129017	0.00129017	
D006262	genus	106591	1	0.005568342	0.005568342	
D006262	genus	109166	1	0.514138817	0.514138817	
D006262	genus	115782	1	0.041934582	0.041934582	
D006262	genus	119044	1	0.046503817	0.046503817	
D006262	genus	119060	1	0.023416462	0.023416462	
D006262	genus	120961	1	0.064100778	0.064100778	
D006262	genus	122277	1	0.116646082	0.116646082	
D006262	genus	125369	1	0.097712988	0.097712988	
D006262	genus	127457	1	0.005067653	0.005067653	
D006262	genus	129001	1	0.019904459	0.019904459	
D006262	genus	140625	1	0.155830923	0.155830923	
D006262	genus	145260	1	0.006005285	0.006005285	
D006262	genus	146935	1	0.069161076	0.069161076	
D006262	genus	152053	1	0.016098986	0.016098986	
D006262	genus	157226	1	0.090664716	0.090664716	
D006262	genus	158483	1	0.011489999	0.011489999	
D006262	genus	158851	1	0.03432001	0.03432001	
D006262	genus	158876	1	0.008659999	0.008659999	
D006262	genus	161668	1	0.009118887	0.009118887	
D006262	genus	168694	1	0.043038519	0.043038519	
D006262	genus	180541	1	0.514138817	0.514138817	
D006262	genus	183669	1	0.054406964	0.054406964	
D006262	genus	186822	1	0.012762427	0.012762427	
D006262	genus	186829	1	0.025477243	0.025477243	
D006262	genus	187492	1	0.026350461	0.026350461	
D006262	genus	194195	1	0.039268044	0.039268044	
D006262	genus	196079	1	0.16648079	0.16648079	
D006262	genus	203522	1	0.010707211	0.010707211	
D006262	genus	205889	1	0.058038305	0.058038305	
D006262	genus	212744	1	22.3518112	22.3518112	
D006262	genus	218204	1	0.146717203	0.146717203	
D006262	genus	224459	1	0.020698696	0.020698696	
D006262	genus	225143	1	0.000130118	0.000130118	
D006262	genus	228398	1	0.079921854	0.079921854	
D006262	genus	231683	1	0.010135306	0.010135306	
D006262	genus	235888	1	0.018615041	0.018615041	
D006262	genus	236052	1	0.009168844	0.009168844	
D006262	genus	237444	1	0.09699321	0.09699321	
D006262	genus	245876	1	0.025007085	0.025007085	
D006262	genus	252965	1	0.013832215	0.013832215	
D006262	genus	253255	1	0.067732322	0.067732322	
D006262	genus	254250	1	0.278501482	0.278501482	
D006262	genus	263066	1	0.007194555	0.007194555	
D006262	genus	265976	1	0.020660014	0.020660014	
D006262	genus	267408	1	0.009968677	0.009968677	
D006262	genus	267986	1	0.005167091	0.005167091	
D006262	genus	278082	1	0.002237988	0.002237988	
D006262	genus	286104	1	0.07103534	0.07103534	
D006262	genus	292635	1	0.006951847	0.006951847	
D006262	genus	292637	1	0.037064492	0.037064492	
D006262	genus	293088	1	0.001049334	0.001049334	
D006262	genus	301297	1	0.006458863	0.006458863	
D006262	genus	307586	1	0.136116152	0.136116152	
D006262	genus	312063	1	0.062244969	0.062244969	
D006262	genus	331971	1	0.019904459	0.019904459	
D006262	genus	338190	1	0.018445323	0.018445323	
D006262	genus	342658	1	0.029898116	0.029898116	
D006262	genus	360239	1	0.038587691	0.038587691	
D006262	genus	360731	1	0.013978194	0.013978194	
D006262	genus	365032	1	0.004873413	0.004873413	
D006262	genus	367188	1	0.006278942	0.006278942	
D006262	genus	373984	1	0.053413097	0.053413097	
D006262	genus	390846	1	0.005167091	0.005167091	
D006262	genus	397456	1	0.00083	0.00083	
D006262	genus	407217	1	0.012904891	0.012904891	
D006262	genus	414367	1	0.015501272	0.015501272	
D006262	genus	414878	1	0.017967838	0.017967838	
D006262	genus	427077	1	0.003979413	0.003979413	
D006262	genus	427922	1	0.022520832	0.022520832	
D006262	genus	427925	1	0.040633889	0.040633889	
D006262	genus	429014	1	1.258992806	1.258992806	
D006262	genus	442431	1	0.017555152	0.017555152	
D006262	genus	442869	1	0.036343304	0.036343304	
D006262	genus	444888	1	0.050160268	0.050160268	
D006262	genus	447678	1	0.002583545	0.002583545	
D006262	genus	448125	1	0.002583545	0.002583545	
D006262	genus	449810	1	0.024709661	0.024709661	
D006262	genus	451373	1	0.004873413	0.004873413	
D006262	genus	451512	1	0.002279722	0.002279722	
D006262	genus	453161	1	0.029898116	0.029898116	
D006262	genus	455358	1	0.012762427	0.012762427	
D006262	genus	457476	1	0.030289262	0.030289262	
D006262	genus	471798	1	0.001734154	0.001734154	
D006262	genus	471824	1	0.002726133	0.002726133	
D006262	genus	475794	1	0.022611645	0.022611645	
D006262	genus	478070	1	0.007539393	0.007539393	
D006262	genus	481445	1	0.089651639	0.089651639	
D006262	genus	484508	1	0.003680001	0.003680001	
D006262	genus	497742	1	0.010428616	0.010428616	
D006262	genus	499228	1	0.004225114	0.004225114	
D006262	genus	499551	1	0.009030976	0.009030976	
D006262	genus	500577	1	0.011064803	0.011064803	
D006262	genus	500614	1	0.01725427	0.01725427	
D006262	genus	504465	1	0.100556931	0.100556931	
D006262	genus	515417	1	1.349141455	1.349141455	
D006262	genus	516086	1	0.027446137	0.027446137	
D006262	genus	526862	1	0.017233951	0.017233951	
D006262	genus	543314	1	0.002431611	0.002431611	
D006262	genus	551771	1	0.003875318	0.003875318	
D006262	genus	552511	1	0.078277886	0.078277886	
D006262	genus	558415	1	0.042621204	0.042621204	
D006262	genus	563843	1	0.010482455	0.010482455	
D006262	genus	573139	1	0.04743083	0.04743083	
D006262	genus	574347	1	0.010334182	0.010334182	
D006262	genus	623282	1	0.096680632	0.096680632	
D006262	genus	643701	1	0.006113341	0.006113341	
D006262	genus	649460	1	0.005067653	0.005067653	
D006262	genus	651660	1	0.082955778	0.082955778	
D006262	genus	651700	1	0.019143641	0.019143641	
D006262	genus	659693	1	0.041430742	0.041430742	
D006262	genus	690621	1	0.089336992	0.089336992	
D006262	genus	697279	1	3.743315508	3.743315508	
D006262	genus	747294	1	0.152144654	0.152144654	
D006262	genus	749880	1	0.004632257	0.004632257	
D006262	genus	767891	1	0.010836506	0.010836506	
D006262	genus	795748	1	0.012762427	0.012762427	
D006262	genus	866673	1	1.009775486	1.009775486	
D006262	genus	886360	1	0.018398841	0.018398841	
D006262	genus	889388	1	0.29579582	0.29579582	
D006262	genus	904708	1	0.011796974	0.011796974	
D006262	genus	908623	1	0.003905182	0.003905182	
D006262	genus	908935	1	0.025490105	0.025490105	
D006262	genus	929812	1	0.005100001	0.005100001	
D006262	genus	984996	1	0.276809514	0.276809514	
D006262	genus	985001	1	0.006340002	0.006340002	
D006262	genus	995014	1	1.187262607	1.187262607	
D006262	genus	999506	1	0.117198945	0.117198945	
D006262	genus	1007082	1	0.008774495	0.008774495	
D006262	genus	1017183	1	0.094811868	0.094811868	
D006262	genus	1032526	1	0.02558199	0.02558199	
D006262	genus	1042315	1	0.000946883	0.000946883	
D006262	genus	1078860	1	0.070107791	0.070107791	
D006262	genus	1096776	1	0.188797986	0.188797986	
D006262	genus	1097466	1	0.018976052	0.018976052	
D006262	genus	1122283	1	0.009030976	0.009030976	
D006262	genus	1123044	1	0.003139471	0.003139471	
D006262	genus	1123967	1	0.013832215	0.013832215	
D006262	genus	1125862	1	0.003793987	0.003793987	
D006262	genus	1130266	1	1.096892139	1.096892139	
D006262	genus	1143004	1	0.065595277	0.065595277	
D006262	genus	1147735	1	0.042930738	0.042930738	
D006262	genus	1156568	1	0.010523546	0.010523546	
D006262	genus	1161125	1	0.118873446	0.118873446	
D006262	genus	1177738	1	0.021579629	0.021579629	
D006262	genus	1182780	1	0.005167091	0.005167091	
D006262	genus	1187078	1	0.017066788	0.017066788	
D006262	genus	1191515	1	0.012782147	0.012782147	
D006262	genus	1195526	1	0.019071837	0.019071837	
D006262	genus	1196657	1	0.004343514	0.004343514	
D006262	genus	1200923	1	15.70945946	15.70945946	
D006262	genus	1221209	1	0.005167091	0.005167091	
D006262	genus	1223423	1	0.077175381	0.077175381	
D006262	genus	1233041	1	0.155189137	0.155189137	
D006262	genus	1234545	1	0.292141396	0.292141396	
D006262	genus	1235438	1	0.003265146	0.003265146	
D006262	genus	1237108	1	0.003350682	0.003350682	
D006262	genus	1241326	1	0.004831281	0.004831281	
D006262	genus	1245590	1	0.001616371	0.001616371	
D006262	genus	1297562	1	0.017461911	0.017461911	
D006262	genus	1335631	1	0.022129606	0.022129606	
D006262	genus	1341120	1	0.002167301	0.002167301	
D006262	genus	1347386	1	0.16648079	0.16648079	
D006262	genus	1364858	1	0.013810247	0.013810247	
D006262	genus	1383890	1	0.009167023	0.009167023	
D006262	genus	1397106	1	0.020668363	0.020668363	
D006262	genus	1400054	1	0.006899565	0.006899565	
D006262	genus	1400055	1	0.007905138	0.007905138	
D006262	genus	1400059	1	5e-05	5e-05	
D006262	genus	1400827	1	0.005067653	0.005067653	
D006262	genus	1403714	1	0.023001196	0.023001196	
D006262	genus	1434017	1	0.016793045	0.016793045	
D006262	genus	1434018	1	0.01136087	0.01136087	
D006262	genus	1434037	1	0.002693951	0.002693951	
D006262	genus	1434045	1	0.008386916	0.008386916	
D006262	genus	1445609	1	0.017694865	0.017694865	
D006262	genus	1465824	1	0.013348462	0.013348462	
D006262	genus	1486725	1	0.00731012	0.00731012	
D006262	genus	1502303	1	0.019305019	0.019305019	
D006262	genus	1502725	1	0.021673012	0.021673012	
D006262	genus	1508537	1	0.026462027	0.026462027	
D006262	genus	1509243	1	0.00731012	0.00731012	
D006262	genus	1511648	1	0.022970319	0.022970319	
D006262	genus	1511649	1	0.205098154	0.205098154	
D006262	genus	1518149	1	0.071398822	0.071398822	
D006262	genus	1535192	1	0.021960136	0.021960136	
D006262	genus	1535207	1	0.063811685	0.063811685	
D006262	genus	1553902	1	0.013269639	0.013269639	
D006262	genus	1609627	1	0.055147059	0.055147059	
D006262	genus	1617886	1	0.011625954	0.011625954	
D006262	genus	1634949	1	0.040962022	0.040962022	
D006262	genus	1648505	1	0.037089237	0.037089237	
D006262	genus	1649268	1	0.01452011	0.01452011	
D006262	genus	1649456	1	0.021579629	0.021579629	
D006262	genus	1649470	1	0.44200375	0.44200375	
D006262	genus	1649473	1	0.01342076	0.01342076	
D006262	genus	1649477	1	0.019442014	0.019442014	
D006262	genus	1649478	1	0.011625954	0.011625954	
D006262	genus	1649482	1	0.136239782	0.136239782	
D006262	genus	1649483	1	0.094132413	0.094132413	
D006262	genus	1649487	1	0.022379709	0.022379709	
D006262	genus	1649510	1	0.021256696	0.021256696	
D006262	genus	1649514	1	0.00349006	0.00349006	
D006262	genus	1652133	1	0.01873762	0.01873762	
D006262	genus	1653176	1	0.41880329	0.41880329	
D006262	genus	1654741	1	0.009030976	0.009030976	
D006262	genus	1654931	1	0.013726241	0.013726241	
D006262	genus	1654934	1	0.177908416	0.177908416	
D006262	genus	1655429	1	0.010135306	0.010135306	
D006262	genus	1676125	1	0.02407608	0.02407608	
D006262	genus	1676650	1	0.027548209	0.027548209	
D006262	genus	1677050	1	0.033934458	0.033934458	
D006262	genus	1706036	1	0.02315887	0.02315887	
D006262	genus	1738651	1	0.012281373	0.012281373	
D006262	genus	1742983	1	0.028761804	0.028761804	
D006262	genus	1748764	1	0.03096934	0.03096934	
D006262	genus	1755817	1	0.21079258	0.21079258	
D006262	genus	1758230	1	0.009176417	0.009176417	
D006262	genus	1763452	1	0.276809514	0.276809514	
D006262	genus	1763546	1	0.00156	0.00156	
D006262	genus	1771355	1	0.042948738	0.042948738	
D006262	genus	1774136	1	0.024117307	0.024117307	
D006262	genus	1775292	1	0.019305019	0.019305019	
D006262	genus	1775685	1	0.039138943	0.039138943	
D006262	genus	1780122	1	0.054481068	0.054481068	
D006262	genus	1780299	1	0.005067653	0.005067653	
D006262	genus	1792303	1	0.019904459	0.019904459	
D006262	genus	1794910	1	0.329655236	0.329655236	
D006262	genus	1813600	1	0.105925361	0.105925361	
D006262	genus	1847386	1	8.333333333	8.333333333	
D006262	genus	1868329	1	0.158943636	0.158943636	
D006262	genus	1868332	1	0.083392574	0.083392574	
D006262	genus	1884934	1	0.075196047	0.075196047	
D006262	genus	1892254	1	0.00393693	0.00393693	
D006262	genus	1903858	1	0.029898116	0.029898116	
D006262	genus	1914229	1	0.008577065	0.008577065	
D006262	genus	1914457	1	0.051924931	0.051924931	
D006262	genus	1955420	1	0.003139471	0.003139471	
D006262	genus	1964366	1	0.001574506	0.001574506	
D006262	genus	1983114	1	0.012762427	0.012762427	
D006262	genus	2005375	1	4.347826087	4.347826087	
D006262	genus	2014233	1	0.005435373	0.005435373	
D006262	genus	2025617	1	0.015501272	0.015501272	
D006262	genus	2029859	1	0.002329184	0.002329184	
D006262	genus	2036025	1	0.031620553	0.031620553	
D006262	genus	2038697	1	0.017555152	0.017555152	
D006262	genus	2039723	1	0.006458863	0.006458863	
D006262	genus	2049912	1	0.077351485	0.077351485	
D006262	genus	2051044	1	0.088339223	0.088339223	
D006262	genus	2059848	1	0.0049716	0.0049716	
D006262	genus	2094023	1	0.00042	0.00042	
D006262	genus	2211635	1	0.085313833	0.085313833	
D006262	genus	2304693	1	0.000110002	0.000110002	
D006262	genus	2307008	1	0.056130011	0.056130011	
D006262	genus	2338561	1	0.00011	0.00011	
D006262	genus	2448023	1	0.025590047	0.025590047	
D006262	genus	2596745	1	0.020405693	0.020405693	
D006262	genus	2663134	1	0.000750333	0.000750333	
D006262	genus	2709671	1	0.00029	0.00029	
D006262	genus	2756312	1	0.00014	0.00014	
D006262	genus	2767878	1	0.002220328	0.002220328	
D006262	genus	2772226	1	0.02766443	0.02766443	
D006262	genus	2800373	1	0.00014	0.00014	
D006262	genus	2800384	1	0.000280124	0.000280124	
D006262	genus	2802295	1	0.00108	0.00108	
D006262	genus	2814934	1	0.01701999	0.01701999	
D006262	genus	2815784	1	0.004199594	0.004199594	
D006262	genus	2821832	1	0.006436525	0.006436525	
D006262	genus	2837506	1	0.2164	0.2164	
D006262	genus	2862142	1	0.003179999	0.003179999	
D006262	genus	2883512	1	0.248384352	0.248384352	
D006262	genus	2888809	1	0.00371	0.00371	
D006262	genus	2893100	1	0.002130001	0.002130001	
D006262	genus	2897177	1	0.055328861	0.055328861	
D006262	genus	2903106	1	0.001230001	0.001230001	
D006262	genus	2916674	1	0.010837171	0.010837171	
D006262	genus	2919589	1	0.00078	0.00078	
D006262	genus	2941493	1	0.003535969	0.003535969	
D006262	genus	2975520	1	0.006899565	0.006899565	
D006262	genus	2992720	1	0.31734	0.31734	
D006262	genus	2995234	1	0.034733376	0.034733376	
D006262	genus	3071915	1	0.042628499	0.042628499	
D006262	genus	3072870	1	0.005167091	0.005167091	
D006262	genus	3120754	1	0.035448423	0.035448423	
D006262	genus	3373482	1	0.004334602	0.004334602	
